c Emme Modeller - Matrix Transaction
c Date: 2015-02-27 15:45:21
c Project:        TL_RTM_Release_2015_01.00 [2011 Base Case]                  
t matrices
a matrix=mo161   p1-10   0.0 ProducWkLA0                             
   gu12    all  5.135824
   gu13    all  .4407402
   gu14    all  .8728654
   gu16    all  1.824342
   gu21    all  .2986997
   gu22    all  .8829733
   gu23    all  .9425289
   gu24    all  4.536455
   gu25    all  9.235488
a matrix=mo537   p2213   0.0 Produc UvH2LA3+                         
   gu01    all  1.443376
   gu02    all  7.786503
   gu05    all  10.52876
   gu06    all  14.68256
   gu07    all  11.08052
   gu08    all  3.579197
   gu09    all  23.40027
   gu10    all  1.295384
   gu11    all  4.609479
   gu12    all   7.21138
   gu13    all  1.456697
   gu14    all  21.67336
   gu16    all   2.17414
   gu21    all  .1664366
   gu22    all   2.06579
   gu23    all   2.26311
   gu24    all  16.12659
   gu25    all  38.42362
a matrix=mo538   p2313   0.0 Produc UvH3LA3+                         
   gu01    all  9.853322
   gu02    all  76.73325
   gu05    all  139.4557
   gu06    all   186.327
   gu07    all  175.4018
   gu08    all   31.4941
   gu09    all   239.773
   gu10    all  11.14442
   gu11    all  59.73797
   gu12    all  37.63368
   gu13    all  14.43108
   gu14    all   109.197
   gu16    all  27.68341
   gu21    all  1.504518
   gu22    all  7.925582
   gu23    all  10.79606
   gu24    all  81.90457
   gu25    all  208.2707
a matrix=mo539   p2413   0.0 Produc UvH4+LA3+                        
   gu01    all  29.96897
   gu02    all  209.6416
   gu05    all  424.2128
   gu06    all  629.3677
   gu07    all  539.3166
   gu08    all  98.72464
   gu09    all  1257.385
   gu10    all  35.10883
   gu11    all  137.7632
   gu12    all  145.5789
   gu13    all   32.1346
   gu14    all  431.7786
   gu16    all  71.15933
   gu21    all  2.205949
   gu22    all  10.10496
   gu23    all  19.23751
   gu24    all  169.6415
   gu25    all  469.9635
a matrix=mo540   p2123   0.0 Produc UvH1MA3+                         
   gu01    all  .0920858
   gu02    all  2.041149
   gu05    all  1.912303
   gu06    all  3.353168
   gu07    all   2.00444
   gu08    all  .9458736
   gu09    all  5.228577
   gu10    all  .8945991
   gu11    all  1.860462
   gu12    all  1.955506
   gu13    all  .5492132
   gu14    all  1.045159
   gu16    all  .7819181
   gu21    all  .1498950
   gu22    all  .1832400
   gu23    all  .5754373
   gu24    all  2.596708
   gu25    all  4.346446
a matrix=mo541   p2223   0.0 Produc UvH2MA3+                         
   gu01    all   2.02639
   gu02    all   10.1418
   gu05    all   8.97659
   gu06    all  18.61226
   gu07    all  9.993944
   gu08    all  4.555315
   gu09    all  30.32396
   gu10    all   3.30712
   gu11    all  8.008876
   gu12    all  11.48901
   gu13    all  2.350013
   gu14    all  31.89754
   gu16    all  3.125116
   gu21    all  .3433441
   gu22    all  .5683312
   gu23    all  1.697288
   gu24    all  7.392182
   gu25    all  16.36416
a matrix=mo542   p2323   0.0 Produc UvH3MA3+                         
   gu01    all   13.7555
   gu02    all  111.7569
   gu05    all  248.6051
   gu06    all  390.5954
   gu07    all  213.4346
   gu08    all  68.01499
   gu09    all  574.4413
   gu10    all  70.37112
   gu11    all  168.5262
   gu12    all  167.2702
   gu13    all  41.17695
   gu14    all  263.1599
   gu16    all   53.4306
   gu21    all  4.311151
   gu22    all  4.762609
   gu23    all  10.48094
   gu24    all  69.08259
   gu25    all  187.8815
a matrix=mo543   p2423   0.0 Produc UvH4+MA3+                        
   gu01    all  39.19384
   gu02    all  459.6503
   gu05    all  565.5619
   gu06    all  1028.864
   gu07    all  680.8667
   gu08    all   254.886
   gu09    all  2396.373
   gu10    all  163.9598
   gu11    all  283.1532
   gu12    all  670.0366
   gu13    all  72.86098
   gu14    all  1109.177
   gu16    all  105.6273
   gu21    all  5.170695
   gu22    all  8.758297
   gu23    all  30.42676
   gu24    all  231.8589
   gu25    all  765.9884
a matrix=mo544   p2133   0.0 Produc UvH1HA3+                         
   gu01    all  .2179782
   gu02    all  .5907890
   gu05    all  .5692639
   gu06    all  .8411084
   gu07    all  .4188723
   gu08    all  .2543951
   gu09    all  1.187376
   gu10    all  1.417239
   gu11    all  2.228336
   gu12    all  .5500751
   gu13    all  .4990580
   gu14    all  .8657512
   gu16    all  .2332229
   gu21    all  .2141255
   gu22    all  .0165860
   gu23    all  .6840642
   gu24    all  2.351375
   gu25    all  3.756655
a matrix=mo545   p2233   0.0 Produc UvH2HA3+                         
   gu01    all  7.604154
   gu02    all  8.344225
   gu05    all  5.336231
   gu06    all  10.96618
   gu07    all  5.456169
   gu08    all  3.203432
   gu09    all  16.18192
   gu10    all  7.823281
   gu11    all  16.49419
   gu12    all  6.466016
   gu13    all  4.598308
   gu14    all  41.09227
   gu16    all  1.995914
   gu21    all  .8410072
   gu22    all  .3379520
   gu23    all  1.212351
   gu24    all  6.511021
   gu25    all  10.08046
a matrix=mo546   p2333   0.0 Produc UvH3HA3+                         
   gu01    all  98.75459
   gu02    all  371.1351
   gu05    all  238.7487
   gu06    all  497.3239
   gu07    all  274.1785
   gu08    all  110.4886
   gu09    all  702.2013
   gu10    all   122.692
   gu11    all   239.768
   gu12    all  322.5038
   gu13    all  74.92782
   gu14    all  453.2835
   gu16    all  54.83775
   gu21    all  12.90256
   gu22    all   4.20538
   gu23    all  30.78442
   gu24    all   181.019
   gu25    all  238.2254
a matrix=mo547   p2433   0.0 Produc UvH4+HA3+                        
   gu01    all  283.2695
   gu02    all  1338.897
   gu05    all  1021.593
   gu06    all  2067.964
   gu07    all  1198.798
   gu08    all  540.1682
   gu09    all  3403.275
   gu10    all  360.2398
   gu11    all  660.5607
   gu12    all  1008.708
   gu13    all  188.6647
   gu14    all  1447.265
   gu16    all   202.426
   gu21    all   18.3312
   gu22    all   7.66115
   gu23    all  77.43491
   gu24    all  548.5299
   gu25    all  1009.778
a matrix=mo548   p3110   0.0 Produc ScH1LA0                          
a matrix=mo549   p3210   0.0 Produc ScH2LA0                          
   gu01    all   69.3774
   gu02    all   161.662
   gu05    all  474.4261
   gu06    all  209.8445
   gu07    all  170.1983
   gu08    all    38.153
   gu09    all  349.4901
   gu10    all  68.19885
   gu11    all  91.09815
   gu12    all  132.6088
   gu13    all   64.7101
   gu14    all  291.2519
   gu16    all  134.2613
   gu21    all   204.579
   gu22    all  117.7343
   gu23    all  101.3018
   gu24    all  210.4748
   gu25    all  779.4563
a matrix=mo550   p3310   0.0 Produc ScH3LA0                          
   gu01    all   44.4148
   gu02    all  135.1019
   gu05    all  502.9338
   gu06    all  211.3776
   gu07    all  217.0589
   gu08    all  28.42071
   gu09    all  244.5212
   gu10    all  45.23776
   gu11    all  76.55087
   gu12    all  58.70472
   gu13    all  43.08186
   gu14    all  122.1507
   gu16    all  133.0414
   gu21    all  182.0994
   gu22    all  123.2553
   gu23    all  113.6427
   gu24    all  249.8031
   gu25    all  907.4688
a matrix=mo551   p3410   0.0 Produc ScH4+LA0                         
   gu01    all  177.2953
   gu02    all  327.1982
   gu05    all  1348.881
   gu06    all  715.7216
   gu07    all  625.4342
   gu08    all  103.6602
   gu09    all  1509.204
   gu10    all  174.6085
   gu11    all  300.7526
   gu12    all  262.6488
   gu13    all  158.1207
   gu14    all  537.6654
   gu16    all  313.3799
   gu21    all  407.5803
   gu22    all  354.7224
   gu23    all  305.7598
   gu24    all  853.3824
   gu25    all  2867.752
a matrix=mo552   p3120   0.0 Produc ScH1MA0                          
a matrix=mo553   p3220   0.0 Produc ScH2MA0                          
   gu01    all  13.44737
   gu02    all  44.81302
   gu05    all  66.22673
   gu06    all  43.91021
   gu07    all  26.83662
   gu08    all  7.672423
   gu09    all  72.88616
   gu10    all  17.17714
   gu11    all  18.83617
   gu12    all  33.52952
   gu13    all  12.80827
   gu14    all  47.82561
   gu16    all  32.15746
   gu21    all  45.65653
   gu22    all  10.37906
   gu23    all    35.543
   gu24    all  43.44467
   gu25    all  140.5946
a matrix=mo554   p3320   0.0 Produc ScH3MA0                          
   gu01    all  14.37539
   gu02    all  69.60206
   gu05    all  257.5336
   gu06    all  117.4674
   gu07    all  67.76349
   gu08    all  14.02272
   gu09    all  175.1617
   gu10    all  31.16416
   gu11    all  43.41867
   gu12    all  70.26662
   gu13    all  23.44707
   gu14    all  61.12249
   gu16    all  73.83997
   gu21    all  118.9703
   gu22    all  35.12559
   gu23    all  44.79934
   gu24    all  85.89133
   gu25    all   430.469
a matrix=mo555   p3420   0.0 Produc ScH4+MA0                         
   gu01    all  43.17944
   gu02    all  197.3868
   gu05    all  568.3303
   gu06    all  365.7649
   gu07    all  203.0295
   gu08    all  61.58908
   gu09    all  847.0646
   gu10    all  129.4749
   gu11    all  140.5268
   gu12    all  333.7249
   gu13    all  85.81465
   gu14    all  307.1616
   gu16    all  146.1897
   gu21    all  198.1411
   gu22    all   75.1975
   gu23    all  109.5015
   gu24    all  258.5565
   gu25    all  1403.549
a matrix=mo556   p3130   0.0 Produc ScH1HA0                          
a matrix=mo557   p3230   0.0 Produc ScH2HA0                          
   gu01    all  2.457666
   gu02    all  7.505288
   gu05    all  8.415933
   gu06    all  4.568223
   gu07    all  2.906691
   gu08    all  1.071645
   gu09    all   7.42832
   gu10    all  2.114179
   gu11    all  1.944348
   gu12    all  3.825624
   gu13    all  1.275937
   gu14    all  3.062652
   gu16    all  3.861656
   gu21    all  10.43436
   gu22    all  1.621725
   gu23    all  6.132422
   gu24    all  9.347937
   gu25    all  23.34496
a matrix=mo558   p3330   0.0 Produc ScH3HA0                          
   gu01    all  15.99959
   gu02    all  50.39541
   gu05    all  58.66225
   gu06    all  30.55824
   gu07    all  20.25306
   gu08    all  5.166751
   gu09    all  45.93814
   gu10    all  9.931212
   gu11    all  10.86749
   gu12    all   27.7414
   gu13    all  7.633948
   gu14    all  15.41671
   gu16    all  17.16412
   gu21    all  46.53742
   gu22    all  5.620342
   gu23    all  33.22506
   gu24    all  57.17477
   gu25    all  133.6696
a matrix=mo559   p3430   0.0 Produc ScH4+HA0                         
   gu01    all  79.32529
   gu02    all  187.2547
   gu05    all  268.4129
   gu06    all  184.8296
   gu07    all  96.10963
   gu08    all  33.94652
   gu09    all  317.1835
   gu10    all  61.50177
   gu11    all  68.56421
   gu12    all  127.6603
   gu13    all  46.34912
   gu14    all  80.82791
   gu16    all  72.12248
   gu21    all  106.4423
   gu22    all  16.44771
   gu23    all   122.023
   gu24    all   269.186
   gu25    all  700.7857
a matrix=mo560   p3111   0.0 Produc ScH1LA1                          
a matrix=mo561   p3211   0.0 Produc ScH2LA1                          
   gu01    all  220.2535
   gu02    all  349.1136
   gu05    all  742.7421
   gu06    all  684.4185
   gu07    all  507.3624
   gu08    all  126.2882
   gu09    all  1152.688
   gu10    all  199.0971
   gu11    all  335.2155
   gu12    all  460.9892
   gu13    all  233.0484
   gu14    all  969.7816
   gu16    all  202.5895
   gu21    all    87.974
   gu22    all  81.77782
   gu23    all  85.03345
   gu24    all  288.9804
   gu25    all  890.1296
a matrix=mo562   p3311   0.0 Produc ScH3LA1                          
   gu01    all  334.6109
   gu02    all  671.9075
   gu05    all  1766.056
   gu06    all  1621.447
   gu07    all  1496.288
   gu08    all  227.3098
   gu09    all  1807.427
   gu10    all  307.6275
   gu11    all  665.6438
   gu12    all  505.6101
   gu13    all  344.1332
   gu14    all   919.925
   gu16    all  461.9474
   gu21    all  184.5022
   gu22    all  187.4706
   gu23    all  218.4131
   gu24    all  785.3462
   gu25    all  2368.652
a matrix=mo563   p3411   0.0 Produc ScH4+LA1                         
   gu01    all  1477.107
   gu02    all  1921.497
   gu05    all  5410.379
   gu06    all  5379.067
   gu07    all  4328.541
   gu08    all  820.2728
   gu09    all  10945.59
   gu10    all  1314.701
   gu11    all  2499.671
   gu12    all  2305.848
   gu13    all  1234.188
   gu14    all  4168.904
   gu16    all  1152.268
   gu21    all    408.97
   gu22    all  511.0137
   gu23    all   581.325
   gu24    all  2671.558
   gu25    all  7559.064
a matrix=mo564   p3121   0.0 Produc ScH1MA1                          
a matrix=mo565   p3221   0.0 Produc ScH2MA1                          
   gu01    all  94.93928
   gu02    all  200.2213
   gu05    all   225.028
   gu06    all  330.6838
   gu07    all  178.6119
   gu08    all  58.30946
   gu09    all    551.69
   gu10    all  117.4766
   gu11    all  161.9693
   gu12    all  276.8097
   gu13    all  107.8191
   gu14    all  365.0731
   gu16    all  108.7001
   gu21    all  60.87433
   gu22    all  17.90132
   gu23    all  63.15026
   gu24    all   124.585
   gu25    all   349.767
a matrix=mo566   p3321   0.0 Produc ScH3MA1                          
   gu01    all  260.1119
   gu02    all  746.0383
   gu05    all  1865.905
   gu06    all  1959.794
   gu07    all  996.7545
   gu08    all  234.6645
   gu09    all   2770.82
   gu10    all  495.9241
   gu11    all  828.8143
   gu12    all  1262.219
   gu13    all  396.5009
   gu14    all  1029.727
   gu16    all  551.9272
   gu21    all  359.3033
   gu22    all  127.3482
   gu23    all  190.3531
   gu24    all  587.6786
   gu25    all  2450.038
a matrix=mo567   p3421   0.0 Produc ScH4+MA1                         
   gu01    all  671.0007
   gu02    all  1985.866
   gu05    all  4503.918
   gu06    all  5848.623
   gu07    all   2774.52
   gu08    all  946.8581
   gu09    all  12158.33
   gu10    all  2046.825
   gu11    all  2515.625
   gu12    all  5645.331
   gu13    all  1468.394
   gu14    all  4799.533
   gu16    all   1118.94
   gu21    all   574.706
   gu22    all  232.9452
   gu23    all   410.832
   gu24    all   1567.32
   gu25    all  7098.822
a matrix=mo568   p3131   0.0 Produc ScH1HA1                          
a matrix=mo569   p3231   0.0 Produc ScH2HA1                          
   gu01    all  39.00329
   gu02    all  69.06383
   gu05    all  58.10401
   gu06    all  75.34153
   gu07    all  41.51703
   gu08    all  17.59259
   gu09    all  122.1888
   gu10    all  31.50756
   gu11    all  36.97784
   gu12    all  68.60095
   gu13    all  23.87984
   gu14    all  50.69803
   gu16    all  28.20377
   gu21    all  29.63077
   gu22    all  5.778887
   gu23    all  24.39044
   gu24    all  59.03918
   gu25    all  119.9756
a matrix=mo570   p3331   0.0 Produc ScH3HA1                          
   gu01    all  505.4543
   gu02    all  933.4818
   gu05    all  813.8847
   gu06    all  946.4319
   gu07    all  577.0859
   gu08    all  172.1606
   gu09    all  1415.144
   gu10    all  313.9451
   gu11    all  389.0588
   gu12    all   891.894
   gu13    all   234.174
   gu14    all  463.1053
   gu16    all  258.5984
   gu21    all  294.6661
   gu22    all   39.3903
   gu23    all  289.2966
   gu24    all  782.8184
   gu25    all  1456.358
a matrix=mo571   p3431   0.0 Produc ScH4+HA1                         
   gu01    all  2917.928
   gu02    all  4207.643
   gu05    all  4034.932
   gu06    all  5792.085
   gu07    all  2578.942
   gu08    all  1045.854
   gu09    all  9447.253
   gu10    all  2023.693
   gu11    all  2407.354
   gu12    all   4346.74
   gu13    all  1549.595
   gu14    all  2461.726
   gu16    all  1097.737
   gu21    all  669.2223
   gu22    all   98.7067
   gu23    all   1065.66
   gu24    all  3762.345
   gu25    all  7324.341
a matrix=mo572   p3112   0.0 Produc ScH1LA2                          
a matrix=mo573   p3212   0.0 Produc ScH2LA2                          
   gu01    all  2.153663
   gu02    all  4.077014
   gu05    all  9.145335
   gu06    all   5.67654
   gu07    all  9.672201
   gu08    all  2.357409
   gu09    all  20.43468
   gu10    all  2.838492
   gu11    all  2.546127
   gu12    all  3.137075
   gu13    all  3.532049
   gu14    all  24.01722
   gu16    all  1.980233
   gu21    all  .2051113
   gu22    all  .6017358
   gu23    all  .6653580
   gu24    all  3.375759
   gu25    all  9.078572
a matrix=mo574   p3312   0.0 Produc ScH3LA2                          
   gu01    all  67.45678
   gu02    all  159.6311
   gu05    all  432.4261
   gu06    all   278.409
   gu07    all  604.1829
   gu08    all  89.65228
   gu09    all  728.8201
   gu10    all  82.88408
   gu11    all  100.6947
   gu12    all  67.81998
   gu13    all  103.0833
   gu14    all  496.0415
   gu16    all  91.64783
   gu21    all  7.208774
   gu22    all  22.60146
   gu23    all  36.46151
   gu24    all  197.1314
   gu25    all   474.831
a matrix=mo575   p3412   0.0 Produc ScH4+LA2                         
   gu01    all  536.0152
   gu02    all  892.8183
   gu05    all  2792.449
   gu06    all  1810.075
   gu07    all  3332.376
   gu08    all  549.9013
   gu09    all  8037.949
   gu10    all  756.2057
   gu11    all  690.1713
   gu12    all  603.7743
   gu13    all  706.8384
   gu14    all  4539.093
   gu16    all   504.715
   gu21    all  28.16013
   gu22    all  89.49214
   gu23    all  183.6939
   gu24    all  1203.497
   gu25    all  2987.117
a matrix=mo576   p3122   0.0 Produc ScH1MA2                          
a matrix=mo577   p3222   0.0 Produc ScH2MA2                          
   gu01    all   1.94178
   gu02    all  5.103984
   gu05    all  7.105632
   gu06    all   6.53253
   gu07    all  8.115867
   gu08    all  2.716409
   gu09    all  24.21002
   gu10    all   4.35409
   gu11    all  2.753784
   gu12    all  4.468803
   gu13    all  3.585241
   gu14    all  21.84679
   gu16    all  2.701517
   gu21    all  .3663908
   gu22    all  .3692912
   gu23    all  1.231137
   gu24    all  3.719588
   gu25    all  8.681108
a matrix=mo578   p3322   0.0 Produc ScH3MA2                          
   gu01    all  107.0457
   gu02    all  367.4947
   gu05    all   1045.52
   gu06    all  808.6783
   gu07    all  929.2197
   gu08    all  223.7978
   gu09    all  2454.717
   gu10    all  395.0908
   gu11    all  277.9413
   gu12    all   391.132
   gu13    all  268.2271
   gu14    all  1278.626
   gu16    all  246.8563
   gu21    all  32.65052
   gu22    all  30.61495
   gu23    all   70.5602
   gu24    all  330.8139
   gu25    all  1012.625
a matrix=mo579   p3422   0.0 Produc ScH4+MA2                         
   gu01    all  553.9764
   gu02    all  2206.434
   gu05    all  5195.265
   gu06    all  4430.305
   gu07    all   5558.85
   gu08    all  1735.107
   gu09    all  19989.91
   gu10    all   3193.16
   gu11    all  1461.354
   gu12    all  3196.222
   gu13    all  1696.685
   gu14    all  11184.05
   gu16    all  1070.597
   gu21    all  98.53201
   gu22    all    96.981
   gu23    all  343.0779
   gu24    all  1919.807
   gu25    all  6694.865
a matrix=mo580   p3132   0.0 Produc ScH1HA2                          
a matrix=mo581   p3232   0.0 Produc ScH2HA2                          
   gu01    all  3.680993
   gu02    all   7.73936
   gu05    all  7.937974
   gu06    all  7.015359
   gu07    all  8.116145
   gu08    all  3.528152
   gu09    all  23.58967
   gu10    all   5.19005
   gu11    all  2.817993
   gu12    all   4.69202
   gu13    all  3.524591
   gu14    all  13.98544
   gu16    all  3.203033
   gu21    all  1.262142
   gu22    all  .4752658
   gu23    all  2.008885
   gu24    all  7.341371
   gu25    all  12.79485
a matrix=mo582   p3332   0.0 Produc ScH3HA2                          
   gu01    all  425.1321
   gu02    all  929.7551
   gu05    all  939.0679
   gu06    all  780.5318
   gu07    all  996.3648
   gu08    all  306.6309
   gu09    all  2480.537
   gu10    all  485.3237
   gu11    all  251.7764
   gu12    all  539.0737
   gu13    all   301.432
   gu14    all  1249.341
   gu16    all   237.879
   gu21    all  92.36804
   gu22    all  25.28248
   gu23    all  225.9533
   gu24    all  941.2903
   gu25    all  1282.953
a matrix=mo583   p3432   0.0 Produc ScH4+HA2                         
   gu01    all  3569.974
   gu02    all  6939.835
   gu05    all  7947.551
   gu06    all  7204.288
   gu07    all  7815.597
   gu08    all  2979.973
   gu09    all  25866.77
   gu10    all  5243.811
   gu11    all  2299.657
   gu12    all  4075.418
   gu13    all   2936.33
   gu14    all  10033.86
   gu16    all  1753.557
   gu21    all  337.3995
   gu22    all  89.38853
   gu23    all  1241.806
   gu24    all  6452.964
   gu25    all  10784.56
a matrix=mo584   p3113   0.0 Produc ScH1LA3+                         
a matrix=mo585   p3213   0.0 Produc ScH2LA3+                         
   gu01    all  .2393361
   gu02    all  .6711224
   gu05    all  .6984029
   gu06    all  1.476968
   gu07    all  .9444393
   gu08    all  .2701517
   gu09    all  2.218821
   gu10    all  .3011171
   gu11    all  1.140495
   gu12    all  .8365062
   gu13    all  .4600031
   gu14    all  3.551837
   gu16    all  .1442170
   gu21    all  .0061806
   gu22    all  .0393568
   gu23    all  .0417093
   gu24    all  .2972146
   gu25    all  .7081510
a matrix=mo586   p3313   0.0 Produc ScH3LA3+                         
   gu01    all  19.97409
   gu02    all  65.86962
   gu05    all  92.13129
   gu06    all  186.6756
   gu07    all  148.8984
   gu08    all   23.6752
   gu09    all  226.4352
   gu10    all  19.03528
   gu11    all  108.6067
   gu12    all    43.478
   gu13    all  33.48537
   gu14    all  218.7729
   gu16    all  18.28903
   gu21    all  .4998826
   gu22    all  3.814472
   gu23    all  5.400097
   gu24    all  40.96798
   gu25    all  104.1753
a matrix=mo587   p3413   0.0 Produc ScH4+LA3+                        
   gu01    all  147.2561
   gu02    all  431.5236
   gu05    all  672.0171
   gu06    all  1511.965
   gu07    all  1097.806
   gu08    all  177.9571
   gu09    all  2847.328
   gu10    all  207.3747
   gu11    all  866.1183
   gu12    all  403.2897
   gu13    all  257.8498
   gu14    all  2096.817
   gu16    all  112.7271
   gu21    all  1.934373
   gu22    all  17.06366
   gu23    all  34.78133
   gu24    all   306.711
   gu25    all  849.6918
a matrix=mo588   p3123   0.0 Produc ScH1MA3+                         
a matrix=mo589   p3223   0.0 Produc ScH2MA3+                         
   gu01    all  .2152825
   gu02    all  .8146267
   gu05    all  .5549123
   gu06    all  1.744828
   gu07    all  .7938437
   gu08    all  .3204238
   gu09    all   2.67961
   gu10    all  .4925427
   gu11    all  1.269609
   gu12    all  1.241989
   gu13    all  .4754653
   gu14    all    3.3492
   gu16    all  .1931876
   gu21    all  .0102112
   gu22    all  .0224670
   gu23    all  .0693040
   gu24    all  .3018391
   gu25    all  .6681848
a matrix=mo590   p3323   0.0 Produc ScH3MA3+                         
   gu01    all  30.38421
   gu02    all  150.4204
   gu05    all  257.5206
   gu06    all  613.5779
   gu07    all  284.0874
   gu08    all   80.1678
   gu09    all  850.5902
   gu10    all  130.9735
   gu11    all  333.8573
   gu12    all  302.9999
   gu13    all  104.1113
   gu14    all  574.4993
   gu16    all  55.34673
   gu21    all  2.298284
   gu22    all  5.040064
   gu23    all  12.39655
   gu24    all   81.7089
   gu25    all  222.2209
a matrix=mo591   p3423   0.0 Produc ScH4+MA3+                        
   gu01    all  211.7417
   gu02    all  1433.012
   gu05    all  1356.974
   gu06    all  3743.607
   gu07    all  2099.127
   gu08    all  695.8744
   gu09    all  8218.995
   gu10    all  1064.791
   gu11    all  1957.279
   gu12    all  2811.332
   gu13    all  642.8007
   gu14    all  5922.262
   gu16    all  253.4356
   gu21    all  7.076935
   gu22    all  21.63967
   gu23    all  81.23916
   gu24    all  619.0611
   gu25    all  2045.182
a matrix=mo592   p3133   0.0 Produc ScH1HA3+                         
a matrix=mo593   p3233   0.0 Produc ScH2HA3+                         
   gu01    all  .5838225
   gu02    all  1.776009
   gu05    all  .8741044
   gu06    all  2.724112
   gu07    all  1.148423
   gu08    all  .5970870
   gu09    all  3.789059
   gu10    all  .8420290
   gu11    all  1.889616
   gu12    all  1.852198
   gu13    all  .6723429
   gu14    all  3.118086
   gu16    all  .3269419
   gu21    all  .0471538
   gu22    all  .0383667
   gu23    all  .1664299
   gu24    all  .8938237
   gu25    all  1.383831
a matrix=mo594   p3333   0.0 Produc ScH3HA3+                         
   gu01    all  227.1828
   gu02    all  628.0298
   gu05    all  310.9271
   gu06    all  982.1945
   gu07    all  458.8134
   gu08    all    163.73
   gu09    all   1307.23
   gu10    all   237.822
   gu11    all  494.6881
   gu12    all  734.4704
   gu13    all  197.3029
   gu14    all  1030.591
   gu16    all  71.41628
   gu21    all  8.646728
   gu22    all  5.870726
   gu23    all  52.56513
   gu24    all  309.0943
   gu25    all  406.7756
a matrix=mo595   p3433   0.0 Produc ScH4+HA3+                        
   gu01    all  1581.912
   gu02    all  5199.007
   gu05    all  3052.957
   gu06    all  9371.873
   gu07    all  4603.348
   gu08    all  1836.814
   gu09    all  14538.27
   gu10    all  2418.311
   gu11    all  4719.954
   gu12    all   5271.45
   gu13    all  1720.544
   gu14    all  7987.826
   gu16    all  604.9355
   gu21    all   31.3885
   gu22    all  27.69197
   gu23    all  332.0693
   gu24    all  2352.297
   gu25    all  4330.298
a matrix=mo596   p4110   0.0 Produc ShH1LA0                          
   gu01    all  234.7452
   gu02    all  990.9993
   gu05    all  1633.116
   gu06    all  693.3513
   gu07    all  557.4596
   gu08    all  128.8304
   gu09    all  1049.343
   gu10    all  429.0413
   gu11    all  287.6812
   gu12    all  515.8125
   gu13    all  198.0031
   gu14    all  1076.028
   gu16    all  750.4006
   gu21    all  3481.933
   gu22    all   1139.61
   gu23    all  655.1219
   gu24    all  873.6425
   gu25    all  3376.823
a matrix=mo597   p4210   0.0 Produc ShH2LA0                          
   gu01    all   371.268
   gu02    all  1171.334
   gu05    all  3237.708
   gu06    all  1344.065
   gu07    all  1172.115
   gu08    all  264.1667
   gu09    all  1972.348
   gu10    all  636.9034
   gu11    all  538.2274
   gu12    all  906.5253
   gu13    all  337.7446
   gu14    all  1799.177
   gu16    all  916.2629
   gu21    all  3055.846
   gu22    all  931.4514
   gu23    all  573.3336
   gu24    all  1191.216
   gu25    all  4411.459
a matrix=mo598   p4310   0.0 Produc ShH3LA0                          
   gu01    all   23.6633
   gu02    all  97.45681
   gu05    all  341.7104
   gu06    all  134.7907
   gu07    all  148.8233
   gu08    all  19.59127
   gu09    all  137.3863
   gu10    all  42.06063
   gu11    all  45.02821
   gu12    all  39.95387
   gu13    all  22.38665
   gu14    all   75.1241
   gu16    all  90.39288
   gu21    all  270.8052
   gu22    all   96.1393
   gu23    all  64.03395
   gu24    all  140.7559
   gu25    all   511.329
a matrix=mo599   p4410   0.0 Produc ShH4+LA0                         
   gu01    all  50.03995
   gu02    all  125.0356
   gu05    all  485.5043
   gu06    all  241.7781
   gu07    all  227.1678
   gu08    all  37.85398
   gu09    all  449.2071
   gu10    all  86.00269
   gu11    all  93.71644
   gu12    all  94.69633
   gu13    all  43.52663
   gu14    all   175.173
   gu16    all  112.7952
   gu21    all  321.0951
   gu22    all  138.6108
   gu23    all  91.26851
   gu24    all  254.7324
   gu25    all  856.0165
a matrix=mo600   p4120   0.0 Produc ShH1MA0                          
   gu01    all  83.17451
   gu02    all  544.2621
   gu05    all  874.1187
   gu06    all  284.5763
   gu07    all  243.0744
   gu08    all  59.49252
   gu09    all  513.7374
   gu10    all  223.3703
   gu11    all  107.8669
   gu12    all  225.5499
   gu13    all  59.96345
   gu14    all  321.7398
   gu16    all  507.6128
   gu21    all  1766.923
   gu22    all  244.4329
   gu23    all  635.7906
   gu24    all  843.9353
   gu25    all  2592.862
a matrix=mo601   p4220   0.0 Produc ShH2MA0                          
   gu01    all  113.2325
   gu02    all  550.9775
   gu05    all  885.8928
   gu06    all  461.3485
   gu07    all  310.5095
   gu08    all  85.60756
   gu09    all  818.5725
   gu10    all  278.2681
   gu11    all  189.1736
   gu12    all  380.4453
   gu13    all  107.1071
   gu14    all  511.1474
   gu16    all  430.1596
   gu21    all  1372.561
   gu22    all  207.2327
   gu23    all  605.5274
   gu24    all   740.144
   gu25    all  2395.236
a matrix=mo602   p4320   0.0 Produc ShH3MA0                          
   gu01    all  8.984901
   gu02    all  63.52016
   gu05    all  255.7064
   gu06    all  91.60958
   gu07    all  58.19726
   gu08    all  11.61373
   gu09    all  146.0196
   gu10    all   37.4738
   gu11    all  32.36712
   gu12    all  59.17984
   gu13    all  14.55379
   gu14    all  48.48936
   gu16    all  73.31606
   gu21    all  265.4771
   gu22    all    51.412
   gu23    all  56.65146
   gu24    all  108.6148
   gu25    all  544.3539
a matrix=mo603   p4420   0.0 Produc ShH4+MA0                         
   gu01    all  11.22777
   gu02    all  74.94291
   gu05    all  234.7639
   gu06    all   118.672
   gu07    all  72.54187
   gu08    all    21.221
   gu09    all  293.7726
   gu10    all  64.77099
   gu11    all  43.58224
