c Emme Modeller - Matrix Transaction
c Date: 2015-02-27 15:45:21
c Project:        TL_RTM_Release_2015_01.00 [2011 Base Case]                  
t matrices
a matrix=mo161   p1-10   0.0 ProducWkLA0                             
   gy07    all  .7938437
   gy08    all  .3204238
   gy09    all   2.67961
   gy10    all  .4925427
   gy11    all  1.269609
   gy12    all  1.241989
   gy13    all  .4754653
   gy14    all    3.3492
a matrix=mo590   p3323   0.0 Produc ScH3MA3+                         
   gy01    all  30.38421
   gy02    all  150.4204
   gy03    all  2.784896
   gy04    all  320.8798
   gy05    all  312.8674
   gy06    all  613.5779
   gy07    all  284.0874
   gy08    all   80.1678
   gy09    all  850.5902
   gy10    all  130.9735
   gy11    all  333.8573
   gy12    all  302.9999
   gy13    all  104.1113
   gy14    all  574.4993
a matrix=mo591   p3423   0.0 Produc ScH4+MA3+                        
   gy01    all  211.7417
   gy02    all  1433.012
   gy03    all  8.912127
   gy04    all  2765.287
   gy05    all   1610.41
   gy06    all  3743.607
   gy07    all  2099.127
   gy08    all  695.8744
   gy09    all  8218.995
   gy10    all  1064.791
   gy11    all  1957.279
   gy12    all  2811.332
   gy13    all  642.8007
   gy14    all  5922.262
a matrix=mo592   p3133   0.0 Produc ScH1HA3+                         
a matrix=mo593   p3233   0.0 Produc ScH2HA3+                         
   gy01    all  .5838225
   gy02    all  1.776009
   gy03    all  .0526956
   gy04    all   2.47691
   gy05    all  1.201046
   gy06    all  2.724112
   gy07    all  1.148423
   gy08    all  .5970870
   gy09    all  3.789059
   gy10    all  .8420290
   gy11    all  1.889616
   gy12    all  1.852198
   gy13    all  .6723429
   gy14    all  3.118086
a matrix=mo594   p3333   0.0 Produc ScH3HA3+                         
   gy01    all  227.1828
   gy02    all  628.0298
   gy03    all  9.493049
   gy04    all  773.4595
   gy05    all  382.3434
   gy06    all  982.1945
   gy07    all  458.8134
   gy08    all    163.73
   gy09    all   1307.23
   gy10    all   237.822
   gy11    all  494.6881
   gy12    all  734.4704
   gy13    all  197.3029
   gy14    all  1030.591
a matrix=mo595   p3433   0.0 Produc ScH4+HA3+                        
   gy01    all  1581.912
   gy02    all  5199.007
   gy03    all  34.81956
   gy04    all  7038.926
   gy05    all  3657.893
   gy06    all  9371.873
   gy07    all  4603.348
   gy08    all  1836.814
   gy09    all  14538.27
   gy10    all  2418.311
   gy11    all  4719.954
   gy12    all   5271.45
   gy13    all  1720.544
   gy14    all  7987.826
a matrix=mo596   p4110   0.0 Produc ShH1LA0                          
   gy01    all  234.7452
   gy02    all  990.9993
   gy03    all  4018.593
   gy04    all  5508.538
   gy05    all  2383.516
   gy06    all  693.3513
   gy07    all  557.4596
   gy08    all  128.8304
   gy09    all  1049.343
   gy10    all  429.0413
   gy11    all  287.6812
   gy12    all  515.8125
   gy13    all  198.0031
   gy14    all  1076.028
a matrix=mo597   p4210   0.0 Produc ShH2LA0                          
   gy01    all   371.268
   gy02    all  1171.334
   gy03    all  3482.691
   gy04    all  6680.615
   gy05    all  4153.971
   gy06    all  1344.065
   gy07    all  1172.115
   gy08    all  264.1667
   gy09    all  1972.348
   gy10    all  636.9034
   gy11    all  538.2274
   gy12    all  906.5253
   gy13    all  337.7446
   gy14    all  1799.177
a matrix=mo598   p4310   0.0 Produc ShH3LA0                          
   gy01    all   23.6633
   gy02    all  97.45681
   gy03    all  313.7755
   gy04    all  769.2878
   gy05    all  432.1033
   gy06    all  134.7907
   gy07    all  148.8233
   gy08    all  19.59127
   gy09    all  137.3863
   gy10    all  42.06063
   gy11    all  45.02821
   gy12    all  39.95387
   gy13    all  22.38665
   gy14    all   75.1241
a matrix=mo599   p4410   0.0 Produc ShH4+LA0                         
   gy01    all  50.03995
   gy02    all  125.0356
   gy03    all   373.787
   gy04    all  1287.936
   gy05    all  598.2995
   gy06    all  241.7781
   gy07    all  227.1678
   gy08    all  37.85398
   gy09    all  449.2071
   gy10    all  86.00269
   gy11    all  93.71644
   gy12    all  94.69633
   gy13    all  43.52663
   gy14    all   175.173
a matrix=mo600   p4120   0.0 Produc ShH1MA0                          
   gy01    all  83.17451
   gy02    all  544.2621
   gy03    all  1852.029
   gy04    all  4231.915
   gy05    all  1381.731
   gy06    all  284.5763
   gy07    all  243.0744
   gy08    all  59.49252
   gy09    all  513.7374
   gy10    all  223.3703
   gy11    all  107.8669
   gy12    all  225.5499
   gy13    all  59.96345
   gy14    all  321.7398
a matrix=mo601   p4220   0.0 Produc ShH2MA0                          
   gy01    all  113.2325
   gy02    all  550.9775
   gy03    all  1442.743
   gy04    all  3877.958
   gy05    all  1316.052
   gy06    all  461.3485
   gy07    all  310.5095
   gy08    all  85.60756
   gy09    all  818.5725
   gy10    all  278.2681
   gy11    all  189.1736
   gy12    all  380.4453
   gy13    all  107.1071
   gy14    all  511.1474
a matrix=mo602   p4320   0.0 Produc ShH3MA0                          
   gy01    all  8.984901
   gy02    all  63.52016
   gy03    all  281.6172
   gy04    all   744.892
   gy05    all  329.0225
   gy06    all  91.60958
   gy07    all  58.19726
   gy08    all  11.61373
   gy09    all  146.0196
   gy10    all   37.4738
   gy11    all  32.36712
   gy12    all  59.17984
   gy13    all  14.55379
   gy14    all  48.48936
a matrix=mo603   p4420   0.0 Produc ShH4+MA0                         
   gy01    all  11.22777
   gy02    all  74.94291
   gy03    all  195.5432
   gy04    all  965.0175
   gy05    all  295.1514
   gy06    all   118.672
   gy07    all  72.54187
   gy08    all    21.221
   gy09    all  293.7726
   gy10    all  64.77099
   gy11    all  43.58224
   gy12    all  116.9328
   gy13    all  22.16011
   gy14    all   101.376
a matrix=mo604   p4130   0.0 Produc ShH1HA0                          
   gy01    all  18.71076
   gy02    all  86.18081
   gy03    all   437.759
   gy04    all  495.2077
   gy05    all  182.0018
   gy06    all  35.88061
   gy07    all  25.04235
   gy08    all  8.953829
   gy09    all  39.29829
   gy10    all   25.0027
   gy11    all  10.25438
   gy12    all  30.23604
   gy13    all  4.415058
   gy14    all  19.32585
a matrix=mo605   p4230   0.0 Produc ShH2HA0                          
   gy01    all  59.72891
   gy02    all  246.5824
   gy03    all  814.8835
   gy04    all  1157.116
   gy05    all  393.7414
   gy06    all   132.864
   gy07    all  86.75176
   gy08    all  34.66466
   gy09    all  161.0543
   gy10    all  76.63746
   gy11    all  49.15653
   gy12    all   104.264
   gy13    all  27.65323
   gy14    all  79.39687
a matrix=mo606   p4330   0.0 Produc ShH3HA0                          
   gy01    all  11.78867
   gy02    all   50.1973
   gy03    all  109.0313
   gy04    all  200.0165
   gy05    all  73.72467
   gy06    all   26.9453
   gy07    all  18.32588
   gy08    all  5.066969
   gy09    all  30.19602
   gy10    all  10.91431
   gy11    all  8.329729
   gy12    all  22.92213
   gy13    all  5.016033
   gy14    all  12.11692
a matrix=mo607   p4430   0.0 Produc ShH4+HA0                         
   gy01    all  16.69299
   gy02    all  53.27068
   gy03    all  71.24225
   gy04    all  276.3057
   gy05    all  94.56299
   gy06    all  46.54707
   gy07    all  24.83746
   gy08    all  9.508067
   gy09    all  59.54607
   gy10    all  19.30402
   gy11    all  15.00948
   gy12    all  30.12652
   gy13    all  8.697992
   gy14    all  18.14379
a matrix=mo608   p4111   0.0 Produc ShH1LA1                          
   gy01    all  814.3497
   gy02    all  1969.459
   gy03    all  2041.097
   gy04    all  6422.937
   gy05    all  3936.176
   gy06    all  2505.372
   gy07    all  1789.094
   gy08    all  469.2926
   gy09    all  3879.682
   gy10    all  1406.209
   gy11    all  1169.897
   gy12    all  1917.974
   gy13    all  780.9086
   gy14    all  3928.649
a matrix=mo609   p4211   0.0 Produc ShH2LA1                          
   gy01    all   1178.67
   gy02    all  2529.528
   gy03    all  1547.585
   gy04    all  7528.987
   gy05    all   6451.39
   gy06    all  4383.737
   gy07    all  3494.083
   gy08    all  874.4043
   gy09    all  6505.195
   gy10    all  1859.351
   gy11    all  1980.525
   gy12    all  3151.363
   gy13    all  1216.361
   gy14    all  5990.719
a matrix=mo610   p4311   0.0 Produc ShH3LA1                          
   gy01    all  178.2739
   gy02    all  484.6859
   gy03    all  327.6156
   gy04    all  1985.705
   gy05    all  1513.781
   gy06    all   1033.96
   gy07    all  1025.908
   gy08    all  156.6916
   gy09    all  1015.518
   gy10    all  286.0223
   gy11    all  391.5403
   gy12    all  344.1134
   gy13    all  178.8221
   gy14    all  565.7644
a matrix=mo611   p4411   0.0 Produc ShH4+LA1                         
   gy01    all  416.8997
   gy02    all  734.2814
   gy03    all  384.3446
   gy04    all  3356.324
   gy05    all    2362.1
   gy06    all  1817.104
   gy07    all  1572.196
   gy08    all   299.542
   gy09    all  3257.901
   gy10    all  647.5503
   gy11    all  778.9136
   gy12    all  831.3586
   gy13    all  339.7409
   gy14    all  1358.242
a matrix=mo612   p4121   0.0 Produc ShH1MA1                          
   gy01    all  592.8115
   gy02    all  2072.041
   gy03    all  2665.447
   gy04    all  10301.09
   gy05    all  4545.861
   gy06    all  2188.893
   gy07    all  1642.131
   gy08    all  465.7344
   gy09    all  3925.827
   gy10    all  1528.175
   gy11    all  941.2996
   gy12    all  1830.834
   gy13    all  500.1053
   gy14    all  2475.647
a matrix=mo613   p4221   0.0 Produc ShH2MA1                          
   gy01    all  799.4288
   gy02    all  2461.728
   gy03    all  1954.051
   gy04    all  9391.849
   gy05    all  4464.168
   gy06    all  3474.374
   gy07    all  2066.605
   gy08    all  650.6068
   gy09    all   6195.94
   gy10    all  1903.109
   gy11    all  1626.674
   gy12    all  3140.844
   gy13    all  901.6203
   gy14    all  3901.805
a matrix=mo614   p4321   0.0 Produc ShH3MA1                          
   gy01    all   162.575
   gy02    all  680.8487
   gy03    all  863.1017
   gy04    all  4208.371
   gy05    all  2400.677
   gy06    all  1528.389
   gy07    all  856.0418
   gy08    all   194.351
   gy09    all  2309.831
   gy10    all   596.331
   gy11    all  617.8525
   gy12    all  1063.064
   gy13    all  246.1114
   gy14    all  816.8974
a matrix=mo615   p4421   0.0 Produc ShH4+MA1                         
   gy01    all  174.4775
   gy02    all  753.9843
   gy03    all  571.8791
   gy04    all  4876.148
   gy05    all  2322.671
   gy06    all  1897.579
   gy07    all  991.3283
   gy08    all  326.2475
   gy09    all  4216.662
   gy10    all  1023.943
   gy11    all  780.1827
   gy12    all  1978.049
   gy13    all  379.1867
   gy14    all  1584.044
a matrix=mo616   p4131   0.0 Produc ShH1HA1                          
   gy01    all  386.0895
   gy02    all  894.5734
   gy03    all  1725.923
   gy04    all  3342.197
   gy05    all  1705.217
   gy06    all  799.4559
   gy07    all  478.7601
   gy08    all  196.4589
   gy09    all   879.724
   gy10    all  493.3138
   gy11    all  265.0121
   gy12    all  696.3052
   gy13    all  110.4404
   gy14    all  436.6663
a matrix=mo617   p4231   0.0 Produc ShH2HA1                          
   gy01    all  947.9008
   gy02    all  2269.057
   gy03    all  2334.973
   gy04    all  5999.063
   gy05    all  2767.884
   gy06    all  2191.263
   gy07    all  1239.098
   gy08    all  569.0702
   gy09    all  2649.189
   gy10    all  1142.126
   gy11    all  934.8645
   gy12    all  1869.658
   gy13    all   517.545
   gy14    all  1314.307
a matrix=mo618   p4331   0.0 Produc ShH3HA1                          
   gy01    all  372.4244
   gy02    all  929.8121
   gy03    all  692.6683
   gy04    all  2239.483
   gy05    all  1042.757
   gy06    all  834.5339
   gy07    all  522.1731
   gy08    all  168.8358
   gy09    all  930.2009
   gy10    all  345.0226
   gy11    all  298.2064
   gy12    all  736.9533
   gy13    all  153.8686
   gy14    all  363.9822
a matrix=mo619   p4431   0.0 Produc ShH4+HA1                         
   gy01    all  614.0406
   gy02    all  1197.001
   gy03    all  448.0668
   gy04    all  3056.561
   gy05    all  1425.286
   gy06    all  1458.666
   gy07    all  666.4719
   gy08    all  292.9327
   gy09    all  1773.569
   gy10    all  635.1916
   gy11    all  526.9968
   gy12    all  1025.786
   gy13    all  290.8009
   gy14    all  552.5941
a matrix=mo620   p4112   0.0 Produc ShH1LA2                          
   gy01    all   108.492
   gy02    all  270.4937
   gy03    all  66.87236
   gy04    all  751.5193
   gy05    all  541.5941
   gy06    all  273.4001
   gy07    all  410.9943
   gy08    all  125.3734
   gy09    all   945.475
   gy10    all  295.8622
   gy11    all  128.5338
   gy12    all  181.8928
   gy13    all  176.1739
   gy14    all  1275.674
a matrix=mo621   p4212   0.0 Produc ShH2LA2                          
   gy01    all  212.4709
   gy02    all  544.5868
   gy03    all    76.316
   gy04    all  1424.152
   gy05    all  1399.728
   gy06    all  670.2839
   gy07    all  1227.984
   gy08    all  300.9101
   gy09    all  2126.027
   gy10    all  488.6935
   gy11    all  277.3248
   gy12    all  395.3527
   gy13    all  339.8563
   gy14    all  2735.143
a matrix=mo622   p4312   0.0 Produc ShH3LA2                          
   gy01    all  114.3157
   gy02    all  366.2698
   gy03    all  48.10416
   gy04    all  1304.882
   gy05    all   1132.59
   gy06    all  564.6989
   gy07    all  1317.633
   gy08    all   196.572
   gy09    all  1302.506
   gy10    all  245.1199
   gy11    all   188.397
   gy12    all  146.8169
   gy13    all  170.3788
   gy14    all  970.3621
a matrix=mo623   p4412   0.0 Produc ShH4+LA2                         
   gy01    all  186.6725
   gy02    all  420.9878
   gy03    all   36.8684
   gy04    all  1640.505
   gy05    all  1464.346
   gy06    all  754.4893
   gy07    all  1493.492
   gy08    all   247.781
   gy09    all  2952.077
   gy10    all  459.5896
   gy11    all   265.367
   gy12    all  268.6062
   gy13    all  240.0879
   gy14    all  1824.769
a matrix=mo624   p4122   0.0 Produc ShH1MA2                          
   gy01    all  123.4994
   gy02    all  425.0162
   gy03    all  127.9459
   gy04    all  1897.559
   gy05    all  930.0807
   gy06    all  383.5625
   gy07    all  590.4858
   gy08    all  202.5067
   gy09    all  1509.712
   gy10    all  510.1706
   gy11    all   167.361
   gy12    all   283.997
   gy13    all   181.725
   gy14    all  1284.965
a matrix=mo625   p4222   0.0 Produc ShH2MA2                          
   gy01    all  258.5471
   gy02    all  992.3044
   gy03    all  200.9899
   gy04    all  3756.602
   gy05    all  2074.419
   gy06    all  1085.303
   gy07    all  1484.868
   gy08    all  479.2704
   gy09    all  4299.452
   gy10    all  1115.362
   gy11    all  437.3242
   gy12    all  801.7927
   gy13    all  474.0805
   gy14    all  3692.149
a matrix=mo626   p4322   0.0 Produc ShH3MA2                          
   gy01    all   154.517
   gy02    all  774.5576
   gy03    all  192.6325
   gy04    all  4205.142
   gy05    all  2963.534
   gy06    all  1456.506
   gy07    all  1843.055
   gy08    all  428.0636
   gy09    all  4725.921
   gy10    all  1097.191
   gy11    all   478.513
   gy12    all  760.7838
   gy13    all  384.5063
   gy14    all  2342.622
a matrix=mo627   p4422   0.0 Produc ShH4+MA2                         
   gy01    all  174.3222
   gy02    all   1013.79
   gy03    all  125.0404
   gy04    all  5756.651
   gy05    all  3132.248
   gy06    all  1739.501
   gy07    all  2403.585
   gy08    all  723.4911
   gy09    all  8389.778
   gy10    all  1933.128
   gy11    all  548.4674
   gy12    all  1355.281
   gy13    all  530.2204
   gy14    all  4466.961
a matrix=mo628   p4132   0.0 Produc ShH1HA2                          
   gy01    all  136.5954
   gy02    all  290.1687
   gy03    all  220.3206
   gy04    all  967.2682
   gy05    all  549.8811
   gy06    all  226.4484
   gy07    all  272.4717
   gy08    all  143.2899
   gy09    all  554.3304
   gy10    all   278.977
   gy11    all   78.0286
   gy12    all  176.7864
   gy13    all  68.33292
   gy14    all  377.5575
a matrix=mo629   p4232   0.0 Produc ShH2HA2                          
   gy01    all  530.5628
   gy02    all   1508.03
   gy03    all  616.2301
   gy04    all  3851.154
   gy05    all  2119.008
   gy06    all  1210.097
   gy07    all  1436.612
   gy08    all  676.8518
   gy09    all  3033.289
   gy10    all  1115.786
   gy11    all  422.5296
   gy12    all  758.4067
   gy13    all   453.039
   gy14    all  2150.265
a matrix=mo630   p4332   0.0 Produc ShH3HA2                          
   gy01    all  469.7205
   gy02    all  1388.728
   gy03    all  336.7537
   gy04    all  3239.386
   gy05    all  1715.967
   gy06    all  1032.059
   gy07    all  1351.923
   gy08    all  450.9268
   gy09    all  2445.014
   gy10    all  799.8063
   gy11    all  289.3851
   gy12    all  667.9351
   gy13    all  297.0024
   gy14    all   1472.45
a matrix=mo631   p4432   0.0 Produc ShH4+HA2                         
   gy01    all  892.7701
   gy02    all  2346.156
   gy03    all  275.5831
   gy04    all   5507.18
   gy05    all  3201.344
   gy06    all  2156.076
   gy07    all   2400.24
   gy08    all  991.8854
   gy09    all  5770.811
   gy10    all  1955.957
   gy11    all  598.2507
   gy12    all  1142.924
   gy13    all  654.8389
   gy14    all   2676.62
a matrix=mo632   p4113   0.0 Produc ShH1LA3+                         
   gy01    all  11.46544
   gy02    all  39.64456
   gy03    all  2.053528
   gy04    all  55.72216
   gy05    all  38.94558
   gy06    all  67.64547
   gy07    all  36.00796
   gy08    all  12.79234
   gy09    all  97.23385
   gy10    all   29.3588
   gy11    all  53.93231
   gy12    all  45.15587
   gy13    all  21.84772
   gy14    all    171.46
a matrix=mo633   p4213   0.0 Produc ShH2LA3+                         
   gy01    all  23.61185
   gy02    all  89.64512
   gy03    all  2.403984
   gy04    all  113.0902
   gy05    all  106.0115
   gy06    all  174.3999
   gy07    all  119.9061
   gy08    all  34.48335
   gy09    all  230.8464
   gy10    all  51.84229
   gy11    all   124.223
   gy12    all  105.4215
   gy13    all  44.26183
   gy14    all  404.4924
a matrix=mo634   p4313   0.0 Produc ShH3LA3+                         
   gy01    all  33.84913
   gy02    all  151.1363
   gy03    all  3.766809
   gy04    all  276.1182
   gy05    all  238.6322
   gy06    all  378.6353
   gy07    all  324.7251
   gy08    all  51.91034
   gy09    all  404.6723
   gy10    all  56.29459
   gy11    all  203.2001
   gy12    all  94.12133
   gy13    all  55.34551
   gy14    all  427.9662
a matrix=mo635   p4413   0.0 Produc ShH4+LA3+                        
   gy01    all  51.28336
   gy02    all   203.475
   gy03    all  2.984515
   gy04    all  444.6024
   gy05    all  348.5227
   gy06    all  630.2287
   gy07    all  492.0103
   gy08    all  80.18601
   gy09    all  1045.731
   gy10    all  126.0335
   gy11    all  333.0177
   gy12    all  179.4149
   gy13    all  87.58243
   gy14    all  842.9453
a matrix=mo636   p4123   0.0 Produc ShH1MA3+                         
   gy01    all  13.14512
   gy02    all  62.44036
   gy03    all  3.999324
   gy04    all  147.9289
   gy05    all  69.00991
   gy06    all  102.3034
   gy07    all  57.06312
   gy08    all  22.99516
   gy09    all  160.7306
   gy10    all  53.38494
   gy11    all  73.26068
   gy12    all  74.29789
   gy13    all  22.98271
   gy14    all  187.1562
a matrix=mo637   p4223   0.0 Produc ShH2MA3+                         
   gy01    all  28.66478
   gy02    all  158.3778
   gy03    all  5.796447
   gy04    all  285.5057
   gy05    all  158.2389
   gy06    all  289.8827
   gy07    all  145.2406
   gy08    all  56.53408
   gy09    all  475.8714
   gy10    all  126.1718
   gy11    all  201.6247
   gy12    all  222.8377
   gy13    all  62.87133
   gy14    all  566.0212
a matrix=mo638   p4323   0.0 Produc ShH3MA3+                         
   gy01    all  43.85859
   gy02    all  317.0365
   gy03    all  14.35195
   gy04    all  937.1196
   gy05    all  717.4325
   gy06    all  1105.112
   gy07    all  563.4714
   gy08    all   153.339
   gy09    all  1637.591
   gy10    all  363.7214
   gy11    all  574.7801
   gy12    all  589.3596
   gy13    all  149.2445
   gy14    all  1052.563
a matrix=mo639   p4423   0.0 Produc ShH4+MA3+                        
   gy01    all  66.62969
   gy02    all  658.4258
   gy03    all  10.01239
   gy04    all  1760.546
   gy05    all  805.0295
   gy06    all  1469.878
   gy07    all  907.6392
   gy08    all  290.1603
   gy09    all  3449.517
   gy10    all  644.6205
   gy11    all  734.5952
   gy12    all  1192.078
   gy13    all  200.8776
   gy14    all  2365.379
a matrix=mo640   p4133   0.0 Produc ShH1HA3+                         
   gy01    all  20.73528
   gy02    all  63.18486
   gy03    all  9.230225
   gy04    all  111.5506
   gy05    all  64.47499
   gy06    all  92.94113
   gy07    all  40.24404
   gy08    all  23.45813
   gy09    all  92.19295
   gy10    all  43.69357
   gy11    all  50.99968
   gy12    all  65.67972
   gy13    all  12.49676
   gy14    all  86.82248
a matrix=mo641   p4233   0.0 Produc ShH2HA3+                         
   gy01    all   84.1497
   gy02    all  346.0589
   gy03    all  23.64355
   gy04    all  423.7827
   gy05    all  228.4378
   gy06    all  469.8888
   gy07    all  203.2785
   gy08    all   114.547
   gy09    all  487.2179
   gy10    all  181.0242
   gy11    all   283.329
   gy12    all  299.3847
   gy13    all  86.42067
   gy14    all  479.4066
a matrix=mo642   p4333   0.0 Produc ShH3HA3+                         
   gy01    all    251.01
   gy02    all  938.0565
   gy03    all  32.65037
   gy04    all  1014.412
   gy05    all  557.4495
   gy06    all  1298.708
   gy07    all  622.5433
   gy08    all  240.7789
   gy09    all  1288.509
   gy10    all  391.9271
   gy11    all  568.5813
   gy12    all  910.0398
   gy13    all  194.4035
   gy14    all  1214.636
a matrix=mo643   p4433   0.0 Produc ShH4+HA3+                        
   gy01    all  395.6005
   gy02    all  1757.633
   gy03    all  27.10596
   gy04    all  2089.499
   gy05    all  1207.096
   gy06    all  2804.784
   gy07    all  1413.729
   gy08    all  611.3844
   gy09    all  3243.451
   gy10    all  902.0374
   gy11    all  1227.886
   gy12    all  1478.343
   gy13    all  383.7032
   gy14    all  2130.823
a matrix=mo644   p5110   0.0 Produc PBH1LA0                          
   gy01    all  244.8453
   gy02    all  871.5076
   gy03    all  3173.011
   gy04    all  4813.145
   gy05    all  2278.173
   gy06    all  619.9294
   gy07    all  481.4848
   gy08    all  131.3537
   gy09    all  981.3214
   gy10    all  360.1452
   gy11    all  348.0953
   gy12    all  530.4904
   gy13    all  248.5408
   gy14    all  1012.437
a matrix=mo645   p5210   0.0 Produc PBH2LA0                          
   gy01    all  265.7276
   gy02    all  706.8589
   gy03    all  1886.978
   gy04    all   4005.56
   gy05    all  2724.497
   gy06    all  824.6382
   gy07    all  694.6942
   gy08    all  184.8231
   gy09    all  1265.702
   gy10    all   366.865
   gy11    all  446.8963
   gy12    all  639.7639
   gy13    all  290.9165
   gy14    all  1161.643
a matrix=mo646   p5310   0.0 Produc PBH3LA0                          
   gy01    all  16.96593
   gy02    all  58.91382
   gy03    all  170.3036
   gy04    all  462.0498
   gy05    all  283.8987
   gy06    all  82.84306
   gy07    all  88.35827
   gy08    all  13.73073
   gy09    all  88.31699
   gy10    all  24.26954
   gy11    all  37.45231
   gy12    all  28.24566
   gy13    all  19.31621
   gy14    all  48.58823
a matrix=mo647   p5410   0.0 Produc PBH4+LA0                         
   gy01    all  33.43841
   gy02    all  70.44745
   gy03    all  189.0843
   gy04    all  720.9761
   gy05    all  366.3709
   gy06    all  138.4968
   gy07    all  125.7042
   gy08    all  24.72687
   gy09    all  269.1374
   gy10    all  46.25134
   gy11    all  72.65011
   gy12    all   62.3954
   gy13    all  35.00375
   gy14    all  105.5955
a matrix=mo648   p5120   0.0 Produc PBH1MA0                          
   gy01    all  61.30156
   gy02    all  365.4046
   gy03    all  959.8572
   gy04    all  2478.664
   gy05    all  766.9453
   gy06    all  168.6657
   gy07    all  135.4203
   gy08    all  41.71174
   gy09    all  292.0221
   gy10    all  119.0685
   gy11    all  85.57585
   gy12    all   159.018
   gy13    all  54.47898
   gy14    all  207.9702
a matrix=mo649   p5220   0.0 Produc PBH2MA0                          
   gy01    all  103.9886
   gy02    all  460.9282
   gy03    all  931.7112
   gy04    all    2830.2
   gy05    all   910.222
   gy06    all  340.7146
   gy07    all  215.5524
   gy08    all  74.78965
   gy09    all  579.7825
   gy10    all  184.8282
   gy11    all  187.0066
   gy12    all  334.2177
   gy13    all  121.2534
   gy14    all  411.6953
a matrix=mo650   p5320   0.0 Produc PBH3MA0                          
   gy01    all  8.883835
   gy02    all  57.21152
   gy03    all  195.8051
   gy04    all  585.3019
   gy05    all  245.0034
   gy06    all  72.84084
   gy07    all  43.49637
   gy08    all  10.92379
   gy09    all  111.3503
   gy10    all  26.79817
   gy11    all  34.44872
   gy12    all  55.97363
   gy13    all  17.73881
   gy14    all  42.04832
a matrix=mo651   p5420   0.0 Produc PBH4+MA0                         
   gy01    all  8.848802
   gy02    all  53.80297
   gy03    all  108.3705
   gy04    all  604.4016
   gy05    all  175.1844
   gy06    all  75.21185
   gy07    all  43.21585
   gy08    all  15.91005
   gy09    all  178.5647
   gy10    all  36.92001
   gy11    all   36.9728
   gy12    all  88.15557
   gy13    all    21.529
   gy14    all  70.07147
a matrix=mo652   p5130   0.0 Produc PBH1HA0                          
   gy01    all  11.37212
   gy02    all  42.07567
   gy03    all  199.7452
   gy04    all   280.696
   gy05    all  92.04285
   gy06    all  18.17931
   gy07    all  13.01214
   gy08    all  5.152796
   gy09    all  20.32132
   gy10    all  13.23919
   gy11    all  7.375483
   gy12    all  16.67188
   gy13    all  2.748125
   gy14    all  8.796713
a matrix=mo653   p5230   0.0 Produc PBH2HA0                          
   gy01    all  54.30156
   gy02    all  180.0778
   gy03    all  556.1788
   gy04    all  981.0779
   gy05    all  297.8538
   gy06    all  100.6938
   gy07    all  67.42637
   gy08    all     29.84
   gy09    all  124.5742
   gy10    all  60.70065
   gy11    all  52.88592
   gy12    all  85.99469
   gy13    all  25.74683
   gy14    all  54.05836
a matrix=mo654   p5330   0.0 Produc PBH3HA0                          
   gy01    all  8.262508
   gy02    all  28.26167
   gy03    all  57.37057
   gy04    all  130.7409
   gy05    all  42.99561
   gy06    all  15.74336
   gy07    all  10.98084
   gy08    all  3.362632
   gy09    all  18.00631
   gy10    all  6.664501
   gy11    all    6.9089
   gy12    all   14.5751
   gy13    all  3.600457
   gy14    all    6.3602
a matrix=mo655   p5430   0.0 Produc PBH4+HA0                         
   gy01    all   16.2593
   gy02    all  41.67988
   gy03    all  52.09506
   gy04    all  250.9901
   gy05    all  76.63961
   gy06    all  37.79442
   gy07    all   20.6823
   gy08    all  8.768882
   gy09    all  49.34567
   gy10    all  16.38099
   gy11    all  17.30073
   gy12    all  26.62112
   gy13    all  8.676349
   gy14    all  13.23511
a matrix=mo656   p5111   0.0 Produc PBH1LA1                          
   gy01    all  627.2622
   gy02    all  1279.051
   gy03    all  1190.157
   gy04    all  4144.475
   gy05    all  2778.346
   gy06    all  1654.262
   gy07    all  1141.157
   gy08    all  353.3546
   gy09    all  2679.371
   gy10    all   871.709
   gy11    all  1045.388
   gy12    all  1456.704
   gy13    all  723.8842
   gy14    all    2729.8
a matrix=mo657   p5211   0.0 Produc PBH2LA1                          
   gy01    all  843.6095
   gy02    all  1526.481
   gy03    all  838.5063
   gy04    all  4514.227
   gy05    all  4231.322
   gy06    all  2689.599
   gy07    all  2070.888
   gy08    all  611.7731
   gy09    all  4174.536
   gy10    all  1071.012
   gy11    all  1644.452
   gy12    all  2224.017
   gy13    all  1047.713
   gy14    all  3867.921
a matrix=mo658   p5311   0.0 Produc PBH3LA1                          
   gy01    all  127.8174
   gy02    all  292.9985
   gy03    all  177.8154
   gy04    all  1192.655
   gy05    all  994.5783
   gy06    all  635.4769
   gy07    all  609.0945
   gy08    all  109.8188
   gy09    all  652.8127
   gy10    all  165.0386
   gy11    all  325.6645
   gy12    all  243.2733
   gy13    all  154.2958
   gy14    all   365.921
a matrix=mo659   p5411   0.0 Produc PBH4+LA1                         
   gy01    all  278.5867
   gy02    all  413.7082
   gy03    all   194.425
   gy04    all  1878.842
   gy05    all  1446.441
   gy06    all  1040.884
   gy07    all  869.9805
   gy08    all   195.666
   gy09    all  1951.935
   gy10    all  348.2457
   gy11    all  603.8233
   gy12    all   547.782
   gy13    all  273.2168
   gy14    all  818.7576
a matrix=mo660   p5121   0.0 Produc PBH1MA1                          
   gy01    all  545.0303
   gy02    all   1735.35
   gy03    all  1723.263
   gy04    all  7526.391
   gy05    all  3147.601
   gy06    all  1618.362
   gy07    all  1141.235
